,time_passed,summary,agendas_covered,binned
87,2640,"Paul McCartney: In order to get this baby box every mother will get one, but you have to go to prenatal education class.
Paul McCartney: So in 1944 the year before the box came out 31% finished and others receive Prenatal Education in 1945 the year after 86% of finished mothers received Prenatal Education. It wasn't the box at all. It was education and general progress of info mortality rates across the world.",General conversation,45
88,2670,"Paul McCartney: And the reason we know this is because the infant mortality profile for rich, poor educated and uneducated finished mothers.
Paul McCartney: Is the same as the infant mortality profile for rich and educated mothers in the US, the difference is born on educated mothers in the US have a much higher infant mortality profile. Now you can forgive industry for
Paul McCartney: You know, deciding to profit and go, go forth and conquer off of these finished baby boxes.",General conversation,45
89,2700,"Paul McCartney: But you would think governments and other governments would sort of look into this sort of how this these baby boxes really worked before embarking upon a scheme.
Paul McCartney: To send out baby boxes but no in a baby boxes were sent out in Essex in Birmingham and Scotland. They piloted a program in 2016 and now every single mother and Scotland receives a baby box. No. Prenatal Education required to the tune of I think $13 million of taxpayer money.",General conversation,45
90,2730,"Paul McCartney: But you know, that's the UK. We're America or smarter our government would definitely look into this stuff before piloting these baby boxes.
Paul McCartney: Except they don't US states introduced baby boxes to help combat infant mortality in 2017 Alabama New Jersey and Ohio sent out baby boxes to the tune of 15,000,020 6,000,030 $5 million tons and tons of taxpayer money wasted with no Prenatal Education required",General conversation,50
91,2760,"Paul McCartney: And if someone had simply asked how is this interpreted. How does, what does this graph really mean we wouldn't be here.
Paul McCartney: And as Alonso asks, How do you get to think to all the questions that are not intuitive to the data presented
Paul McCartney: I know these questions seems stupid who what and how but I am telling you they work if you just take a step back and think, Who is this data about
Paul McCartney: What are we really trying to ask of it and how should we really be interpreting this, it may not give you the answers. It may not make us. It's not going to make you a statistician",General conversation,50
92,2790,"Paul McCartney: But it will give you a feeling for whether the veracity of this data really need something
Paul McCartney: And this this example leads us to our fourth question of why, why do we care and I want to, I want to use the same baby box numbers. And I want to say, you know,
Paul McCartney: I don't know the difference between 26,000,035 million except that it's 9 million
Paul McCartney: These numbers don't mean anything to me and our jobs and our work and newspapers, we see these numbers. Every time we see billions. We see trillions.",Paul McCartney's talk on the importance of data science,50
93,2820,"Paul McCartney: For a lot of states 15,000,035. These are rounding errors for states for companies. How do we have a we make these numbers mean something. Why should we care about this money that's lost
Paul McCartney: And I would say that going along the lines of anyone looking at this would be interested in sort of Child Health and baby health that we somehow figure out a way to make those numbers mean something in terms of that in terms of their opportunity cost as Mandy says",Paul McCartney's talk on the importance of data science,50
94,2850,"Paul McCartney: So how do we do that, I would say, then instead of saying that Alabama wasted $15 million of taxpayer money.
Paul McCartney: They could have paid for diapers for a year for 30,000 babies or New Jersey could have bought baby food for a year for 40,000 babies or Ohio could have paid a year salary for 800 new child social care workers.
Paul McCartney: We need to turn these numbers into something that matters to people into something that people understand and personally matters to them.",Paul McCartney's talk on the importance of data science,50
95,2880,"Paul McCartney: And that brings me to our last example you know we've talked this whole time about negative things you know the right you know
Paul McCartney: About the, you know, all the manipulative things bad things sneaky things. But there's also incredible things that we can do. There's really incredible things we can do with actually making people care about the numbers.
Paul McCartney: Or in the most severe refugee crisis since world war two and it's only growing UNHCR, the UN Refugee agencies budget for 2016 was $8",Paul McCartney's talk on the importance of data science,50
96,2910,"Paul McCartney: Or in the most severe refugee crisis since world war two and it's only growing UNHCR, the UN Refugee agencies budget for 2016 was $8
Paul McCartney: Billion, but they only got 3 billion. That's $5 billion needed to help people. So what do they do they need to figure out a way to raise more money.
Paul McCartney: That is, but as what needs to be done for this refugee crisis. So how do they do it, and I'm going to show you a very disturbing image. Next, so please. Just be ready for that.
Paul McCartney: This is Alan Curtis. He's a three year old Syrian boy who in 2015 was found drowned on a Turkish beach and his family were Syrian refugees fleeing to Europe.",Paul McCartney's talk on the importance of data science,50
97,2940,"Paul McCartney: This pictures unfathomably horrible event is really what sparked the world's discussion of the Syrian refugee crisis and one would imagine. I mean, how could you not look at that photo and feel sort of a deep on unbelievable sadness and it did increase donations, but not for very long.
Paul McCartney: Three days was how long this image stayed in people's minds. There's absolutely horrible, horrible tragedy, and it was three days that a picture was able to see stay in people's minds.",Paul McCartney's talk on the importance of data science,50
98,2970,"Paul McCartney: Three days was how long this image stayed in people's minds. There's absolutely horrible, horrible tragedy, and it was three days that a picture was able to see stay in people's minds.
Paul McCartney: So we decided that we need to figure out what does stay in people's minds what works, what makes them care about the crisis or the issue longer
Paul McCartney: So we did a study and what works and what doesn't. So we call people and we ask them questions and you say, which one of these does this increase or decrease your affinity towards the crisis.",Paul McCartney's talk on the importance of data science,50
99,3000,"Paul McCartney: So if someone asks you, refugees undergo stringent security checks. Would that make you feel better about refugees or worse and take a second and think what you think most people would feel
Paul McCartney: This question surprised me. It actually decreased people's affinity for the cause, because it reminded them that there are security issues.
Paul McCartney: Refugees more likely to graduate college and secure jobs than non refugees.",Paul McCartney's talk on the importance of data science,50
100,3030,"Paul McCartney: Is that going to increase or decrease people support in this case that decreased Democratic support but increased Republican support.
Paul McCartney: Nearly half of refugees or children.
Paul McCartney: Increased all support Albert Einstein was a refugee think it increased or decreased support it increased all support. We did a test on Catholics.
Paul McCartney: 60 million to displace 21 million refugees are fleeing their homes and then we had another one that said, Jesus was a refugee, the numbers had no change in support. Jesus was a refugee had an large increase",General conversation,55
101,3060,"Paul McCartney: What this told us is that if you say there is a global refugee crisis. They're 16 million displaced. No one cares right these are fleeting numbers. They mean nothing to us and it goes right out of our head.
Paul McCartney: But if we can take the numbers and have them say this is the way it impacts you and what you care about people will become donors, people are affected, and they will remember",Paul McCartney's talk on the importance of data science,55
102,3090,"Paul McCartney: So we did a campaign during the major league baseball playoffs for each team that you would be watching, we put up their stadium and the number of people.
Paul McCartney: 42,000 new people flee their homes on a daily basis. This is the same size as the crowd that you are watching on TV and this case at the Minute Maid Park, home of the Houston Astros
Paul McCartney: It let us take this big number 42,000 people flee their home every day. That means nothing to anyone.",Paul McCartney's talk on the importance of data science,55
103,3120,"Paul McCartney: And give it a visual from something that people care about, they are watching this stadium, they are watching this crowd. They can see all these people
Paul McCartney: And it meant something it increase donations by 100,000 recurring donors. People, who keep giving
Paul McCartney: If you are able to tell good numerical stories. If you're able to not just take the data analysis, but actually show the why, why we should care about it and make it mean something to people.",Paul McCartney's talk on the importance of data science,55
104,3150,"Paul McCartney: Then, whether it's for engagement action donation customers whatever you're trying to do. If those numbers can impact someone personally, you can have a lasting decision for them.
Paul McCartney: Really overall what this says is, we come back to data ism and humanism, you know, data gives us incredible insights to things. We'd never be able to see, but we need to retain our own experience and our own tuition.",Paul McCartney's talk on the importance of data science,55
105,3180,"Paul McCartney: And make sure that we were always asking the right questions of the data. The who the what the how and the, why should we care. And if we're able to do that then we really can deliver true value in both our personal and working moms. Thank you.
Andrew Knight: Thank you very much liberty for sharing such a helpful way of thinking about numbers and I was wondering, in a couple minutes that we have. If you have any",Paul McCartney's talk on the importance of data science,55
106,3210,"Andrew Knight: Like rules of thumb or your risks that you use when you're reading a news article or, you know, the latest piece of information that comes out about coven. Is there anything that that you do consciously to try to make your way through some of the distortion of numbers.
Paul McCartney: I think the first and most important thing is to not believe any of it right off the bat, and I hate saying that because you don't want to be this.
Paul McCartney: You know, sort of non believer, but you really can't believe it right off the bat, the biggest numbers. The 95% accurate or the double the risk of death. That's what makes you read the article.",Paul McCartney's talk on the importance of data science,55
107,3240,"Paul McCartney: I will say, I think the headlines are almost always way worse than the article itself. A lot of times the article itself will have the caveats, and will have the the world. Well, if you look at it this way, the headlines never will.
Paul McCartney: Because the headlines are really about getting people to read it. And in general, like I know for example. Whenever I write, I don't get to choose the headline. I have zero SEO for it.",Paul McCartney's talk on the importance of data science,55
108,3270,"Paul McCartney: And it will be what is going to get people to read it and it's not going to have the well it's not a double a risk of death of you dying from French fries. It's actually you know headline. Oh, a 1% increase in risk of death. It just doesn't get you to read it.
Andrew Knight: So it just takes like scrutinizing i mean i think i dropped something in the chat earlier that, you know, it gives me a headache sometimes to try to make my way through, what is the actual
Andrew Knight: risk level that's being presented and of course the always important question that john has dropped in the in the chat to leave us with and maybe you could leave this as a cliffhanger. How do we win the lottery.",Paul McCartney's talk on the importance of data science,55
109,3300,"Andrew Knight: risk level that's being presented and of course the always important question that john has dropped in the in the chat to leave us with and maybe you could leave this as a cliffhanger. How do we win the lottery.
Paul McCartney: Got to buy the book.
Andrew Knight: gotta buy the
Paul McCartney: Book. I'm kidding, I'm kidding.
Paul McCartney: I actually deleted that example because I was running out of time. Get Away With Murder, you gotta go look at OJ it and it worked out. Sure. You really want to try that. But there's, there's a lot of questions about statistical change of samples.",Paul McCartney's talk on the importance of data science,55
110,3330,"Andrew Knight: Well, thank you again so much for taking time to share these thoughts with us. And folks, if you can go down to the bottom of your zoom window, you'll see a
Andrew Knight: button that says reactions. And so if you'd click that reactions button and let's give liberty, a virtual you know Round of applause for sharing her expertise with us.
Andrew Knight: Certainly, if you are in person ensure we have here rockets. APPLAUSE So thank you so much everyone, hope you have a wonderful rest of your day and 15 minutes if this is your lunch hour to squeeze out and grab something to eat. So thanks everyone. See you in our next program.",Paul McCartney's talk on the importance of data science,60
